,article_id,popular,content_type,genre,title,section,word_count,avg_word_len,avg_happy,text
96,1E+14,0,Article,News,Fed‰Ûªs Plan to Taper Stimulus Effort Is Not Expected Until Next Year,Business Day,1293,5.747,5.342,WASHINGTON åÛåÓ  Job growth has strengthened in recent months and Fed officials expect continued improvement in the coming year. The FedåÛåªs chairman Ben S. Bernanke predicted in June that the Fed would taper its purchases by the end of this year and officials say they still could announce such a cut next week when the FedåÛåªs policy-making committee is scheduled to hold its final meeting of the year.         But influential Fed officials see little harm in postponing the decision particularly compared with the risks of pulling back too soon. Significant details of the eventual retreat also remain the subjects of unresolved debates according to the public statements and interviews. And some officials argue that the slow pace of inflation is itself a reason for the Fed to maintain its stimulus campaign.         åÛåÏEverything else equal I would like to see a couple of months of good numbersåÛå Charles L. Evans president of the Federal Reserve Bank of Chicago  Mr. Evans added that he was åÛåÏcertainly nervousåÛå about the sluggish pace of inflation. Rising prices can  Low inflation reduces those incentives. It also means the economy is closer to deflation or a general decline in prices which has the opposite effect: freezing economic activity by discouraging both borrowing and spending.         Since January the Fed has added $85 billion a month to its holdings of Treasury and mortgage-backed securities as part of a broader campaign to reduce borrowing costs for businesses and consumers and encourage risk-taking by investors.         Mr. Bernanke and his allies have repeatedly described the program as a safe and effective way to generate a little more economic activity at a time when the nationåÛåªs primary economic problem is that millions of Americans cannot find jobs.         Almost from the outset however internal and external critics have questioned whether the bond purchases are helping the broader economy or merely enriching investors. And they have warned that the FedåÛåªs outsize role in financial markets is disrupting normal activity and may be encouraging excessive speculation.         In the face of those doubts the Fed has appeared to play for time repeatedly indicating that it is getting ready to pull back even as a strong majority of its policy-making committee has voted to extend the campaign at each meeting this year.         William C. Dudley the president of the Federal Reserve Bank of New York and a key supporter of the bond purchase program reflected the caution of this majority in  åÛåÏI hope that this marks a turning point for the economyåÛå Mr. Dudley said. But he continued åÛåÏWe have seen such bursts in payroll growth before over the past few years and have been disappointed when the pickups proved temporary.åÛå         Officials including Mr. Dudley and Janet L. Yellen the FedåÛåªs vice chairwoman åÛåÓ whom the Senate is likely to confirm as Mr. BernankeåÛåªs successor later this month åÛåÓ see recent job growth as outstripping the moderate pace of economic growth.         åÛåÏThe Yellen/Dudley prescription holds that it will take strong  Agreeing on a plan also will take some work. The Fed wants to convince investors that tapering would not alter what it views as the centerpiece of its economic stimulus campaign its commitment to hold short-term interest rates near zero. It has said that it will keep rates near zero at least as long as the unemployment rate remains above 6.5 percent and probably quite a bit longer. The rate in November was 7 percent.        
19,1E+14,1,Article,News,"Inside the Race to Rescue a Health Care Site, and Obama",U.S.,704,5.882,5.412,WASHINGTON åÛåÓ As a small coterie of grim-faced advisers shuffled into the Oval Office on the evening of Oct. 15 President ObamaåÛåªs chief domestic accomplishment was falling apart 24 miles away at a bustling high-tech data center in suburban Virginia.         HealthCare.gov the $630 million online insurance marketplace was a disaster after it went live on Oct. 1 with a roster of engineering repairs that would eventually swell to more than 600 items. The private contractors who built it were pointing fingers at one another. And inside the White House after initially saying too much traffic was to blame Mr. ObamaåÛåªs closest confidants had few good answers.         The political dangers were clear to everyone in the room: Vice President Joseph R. Biden Jr.;  åÛåÏWe created this problem we didnåÛåªt need to createåÛå Mr. Obama said according to one adviser who like several interviewed insisted on anonymity to share details of the private session. åÛåÏAnd itåÛåªs of our own doing and itåÛåªs our most important initiative.åÛå         Out of that tense Oval Office meeting grew a frantic effort aimed at rescuing not only the insurance portal and Mr. ObamaåÛåªs credibility but also the Democratic philosophy that an activist government can solve big complex social problems. Today that rescue effort is far from complete.         The website which the administration promised would åÛåÏfunction smoothlyåÛå for most people by Nov. 30 remains a work in progress. It is more stable with many more people able to use it simultaneously than just two weeks ago. But it still suffers sporadic crashes and large parts of the vital åÛåÏback endåÛå that processes enrollment data and transactions with insurers remain unbuilt. The president who polls showed was now viewed by a majority of Americans  Another round of hardware upgrades and software fixes was planned for Saturday night. Administration officials say they will give a public update about the siteåÛåªs performance on Sunday morning.         The story of how the administration confronted one of the most perilous moments in Mr. ObamaåÛåªs presidency åÛåÓ drawn from documents and from interviews with dozens of administration officials lawmakers insurance executives and tech experts working inside the HealthCare.gov åÛåÏwar roomåÛå åÛåÓ reveals an insular White House that did not initially appreciate the magnitude of its self-inflicted wounds and sought help from trusted insiders as it scrambled to protect Mr. ObamaåÛåªs image.         After a month of bad publicity and intensifying Republican attacks the sense of crisis and damage control inside the White House peaked on Oct. 30 as the presidentåÛåªs top aides began to fully grasp the breadth of the political challenges they faced. As Ms. Sebelius was grilled by Congressional Republicans that day Mr. Obama flew to Boston to defend the health law and confront a  The day was a brutal reminder for top White House advisers that fixing the botched health care rollout would be critical to restoring their bossåÛåªs agenda and legacy. To do that they would have to take charge of a project that they would come to discover had never been fully tested and was flailing in part because of the Medicare agencyåÛåªs decision not to hire a åÛåÏsystems integratoråÛå that could coordinate its complex parts. The White House would also have to hold together a fragile alliance of Democratic lawmakers and insurance executives.         åÛåÏIf we donåÛåªt do thatåÛå one senior White House adviser recalled åÛåÏitåÛåªs a very serious threat to the success of the legislation and a very serious threat to him. We get that.åÛå         The urgent race to fix the website åÛåÓ now playing out behind the locked glass doors of the closely guarded war room in Columbia Md. åÛåÓ has exposed a deeply dysfunctional relationship between the Department of Health and Human Services and its technology contractors and tensions between the White House chief of staff and senior health department officials. It strained relations between the Obama administration and the insurance industry helped revive a Republican Party battered after the two-week government shutdown and frustrated even infuriated Congressional Democrats.         But as the presidentåÛåªs team gathered on Oct. 15 åÛåÓ with a budget deal finally in sight on Capitol Hill åÛåÓ his difficulties were only just becoming clear to the White House. As aides left the Oval Office that evening clutching notes filled with what Mr. McDonough called åÛåÏdo-outsåÛå or assignments political pressure was mounting.        
61,1E+14,1,Article,News Analysis,Health Law Rollout‰Ûªs Stumbles Draw Parallels to Bush‰Ûªs Hurricane Response,U.S.,681,5.791,5.381,WASHINGTON åÛåÓ Barack Obama won the presidency by exploiting a political environment that devoured George W. Bush in a second term plagued by sinking credibility failed legislative battles fractured world relations and revolts inside his own party.         President Obama is now threatened by a similar toxic mix. The disastrous rollout of his health care law not only threatens the rest of his agenda but also raises questions about his competence in the same way that the Bush administrationåÛåªs botched response to Hurricane Katrina undermined any semblance of Republican efficiency.         But unlike Mr. Bush who faced confrontational but occasionally cooperative Democrats Mr. Obama is battling a Republican opposition that has refused to open the door to any legislative fixes to the health care law and has blocked him at virtually every turn. A contrite-sounding Mr. Obama repeatedly blamed himself on Thursday for the failed health care rollout which he acknowledged had thrust difficult burdens on his political allies and hurt AmericansåÛåª trust in him.         åÛåÏItåÛåªs legitimate for them to expect me to have to win back some credibility on this health care law in particular and on a whole range of these issues in generalåÛå Mr. Obama said. The president did not admit to misleading people about whether they could keep their insurance but again expressed regret that his assurances turned out to be wrong.         åÛåÏTo those Americans I hear you loud and clearåÛå Mr. Obama said as he announced changes intended to allow some people to keep their insurance.         But earning back the confidence of Americans as he pledged to do will require Mr. Obama to right more than just the health care law. At home his immigration overhaul is headed for indefinite delay and new budget and debt fights loom. Overseas revelations of spying by the National Security Agency have infuriated American allies and negotiations over IranåÛåªs nuclear arsenal have set off bipartisan criticism.         For the first time in Mr. ObamaåÛåªs presidency surveys suggest that his reserve of good will among the public is running dry. Two polls in recent weeks have reported that a majority of Americans no longer trust the president or believe that he is being honest with them.         åÛåÏWhen you start losing the trust and confidence not only of Congress but the American people that makes it even more difficultåÛå said Senator Joe Manchin III Democrat of West Virginia. åÛåÏYou can work yourself out. But you have to be sincere and you have to be honest.åÛå         The difficulties have put Mr. Obama on the defensive at exactly the moment he might have seized political advantage in a dysfunctional Washington. If not for the health care disaster the two-week shutdown of the government last month would have been an opportunity for Mr. Obama to sharpen the contrast with Republicans. Democratic lawmakers expressed growing frustration on Thursday with the opportunities the party had missed to hammer home the ideological differences between the two parties. The lawmakers say there is intensifying anxiety within the Democratic caucus that the poor execution of the health care law could bleed into their 2014 re-election campaigns.         Republicans readily made the Hurricane Katrina comparison. åÛåÏThe echoes to the fall of 2005 are really eerieåÛå said Peter D. Feaver a top national security official in Mr. BushåÛåªs second term. åÛåÏKatrina which is shorthand for bungled administration policy matches to the rollout of the website.åÛå Looking back he said åÛåÏwe can see that some of the things that we hoped were temporary or just blips turned out to be more systemic from a political sense. ItåÛåªs a fair question of whether thatåÛåªs happening to President Obama.åÛå         The presidentåÛåªs top aides vehemently reject the comparison of Mr. ObamaåÛåªs fifth year in office to the latter half of Mr. BushåÛåªs second term. They say Americans lost confidence in Mr. Bush because of his administrationåÛåªs ineptitude on Hurricane Katrina and its execution of the war in Iraq while Mr. Obama is struggling to extend health care to millions of people who do not have it. Those are very different issues they said.         åÛåÏIåÛåªm always very leery of these apocalyptic predictionsåÛå said David Axelrod a former senior adviser to Mr. Obama.        
27,1E+14,1,Article,News,U.S. Sends Two B-52 Bombers Into Air Zone Claimed by China,World,768,5.854,5.495,WASHINGTON åÛåÓ Defying China two long-range American bombers flew through contested airspace over the East China Sea days after the Chinese announced they were claiming the right to police the sky above a vast area that includes islands at the center of a simmering dispute with Japan.         Pentagon officials said Tuesday that the B-52s were on a routine training mission planned long in advance of the Chinese announcement on Saturday that it was  A senior Pentagon official said that the mission overnight Monday from Guam åÛåÏwas a demonstration of long-established international rights to freedom of navigation and transit through international airspace.åÛå The official said the unilateral Chinese declaration of expanded control åÛåÏwas provocativeåÛå and åÛåÏonly increases the risk of miscalculation in the region.åÛå         There was no immediate Chinese response to the flights conducted without prior notification as demanded under the new declaration from Beijing which asserted the right to identify monitor and possibly take military action against any aircraft that enter the area. The unexpected announcement by China was among its boldest moves yet in a struggle for power in Asia with the United States and by extension its regional allies including Japan. The United States long the dominant power in the region has been scrambling to shore up its influence there promising in what it called a åÛåÏpivotåÛå to Asia in 2011 to refocus its energies after the wars in Iraq and Afghanistan diverted its time and resources.         Having Japan in the mix only adds volatility. The country has its own tangled history with China which has sped past Japan as an economic power and which retains bitter memories of imperial JapanåÛåªs military invasion last century. Under its conservative leader Shinzo Abe Japan has refused to back down in the dispute with China over the uninhabited islands which Japan has long controlled.         For the White House the flare-up could prove a major distraction for Vice President Joseph R. Biden Jr. as he embarks on a weeklong tour of China Japan and South Korea. Administration officials are eager to focus on issues like North Korea and an American-led trans-Pacific trade deal meant to bolster economic ties in the region even as China woos its neighbors with aid and investment.         The islands called the Senkaku in Japan and the Diaoyu in China are currently administered by the Japanese who consider the airspace above the islands to be theirs. American officials have been increasingly worried about the standoff which they fear could lead to conflict. By treaty the United States is obligated to defend Japan if it is attacked.         But both China and AmericaåÛåªs Asian allies know that WashingtonåÛåªs focus has been elsewhere a reality that became evident when President Obama had to cancel a trip to an Asian summit meeting during the recent American government shutdown.         Pressed on whether the Chinese move represents an overt attempt to fill an American security void in the region Pentagon officials responded by pointing to the American response to the catastrophic typhoon that struck the Philippines this month. The United States quickly moved in hundreds of Marines dozens of transport aircraft and an entire aircraft carrier strike group.  However Mr. Obama is fielding a new national security team with views on Asia that are still coalescing and with relatively little experience in the region.         In her first major speech on Asia policy last week Mr. ObamaåÛåªs national security adviser Susan E. Rice did not mention the mutual defense clause in the treaty between the United States and Japan åÛåÓ an omission her colleagues dismissed as irrelevant since American officials reiterate it religiously but which troubled some in Japan.         But Defense Secretary Chuck Hagel wasted no time in responding to the initial Chinese declaration issuing a statement on Saturday reiterating that the United States was åÛåÏsteadfast in our commitments to our allies and partners.åÛå He also repeated that the mutual defense treaty with Japan applies to the disputed islands.         American officials said Tuesday that the United States military would continue to stage a standard cycle of training flights over the East China Sea. The flight by the bombers was first reported Tuesday by The Wall Street Journal.         The move by China on Saturday appeared to be another step in its efforts to intensify pressure on Japan over the contested islands. In the past year Chinese paramilitary ships have made almost daily incursions into the waters around the islands including waters claimed by Japan. The incursions have led to a constant game of cat-and-mouse on the high seas in which the Japanese Coast Guard pursues the Chinese ships with both sides using bullhorns and electronic sign boards to tell the other to stay out of its territorial waters.        
42,1E+14,0,Article,News,"So Far, So Good for John Kerry",U.S.,669,5.716,5.661,WASHINGTON åÛåÓ Despite a successful political career that includes six statewide election victories in Massachusetts capturing the Democratic presidential nomination and coming within a hair of winning the White House  These traits however arenåÛåªt inhibiting an auspicious start as a diplomat. In less than a year as secretary of state he has had more tangible accomplishments than his celebrated predecessor  Through persistence energy deep knowledge and dumb luck he has joined with the Russians to make Syria turn over its chemical weapons persuaded the Israelis and Palestinians to start talking and played a major role in the interim agreement on  He wins praise from an illustrious Republican predecessor George P. Shultz. åÛåÏHe is doing a terrific jobåÛå says Mr. Shultz who served under President Ronald Reagan. åÛåÏHe has thought about this territory energetically and creatively for a long time.åÛå         There are caveats. Mr. KerryåÛåªs habit of putting his foot in his mouth hasnåÛåªt vanished. He hailed a deal with President Hamid Karzai of Afghanistan that hasnåÛåªt materialized; his rhetoric on Syria was all over the lot; and he misspoke about leaders of EgyptåÛåªs military coup.         It remains an open question whether the White House will try to rein him in. Associates say Mr. Kerry and President Obama respect each other though accounts that they forged a close bond when Mr. Kerry helped prepare Mr. Obama for the debates against Mitt Romney during the last presidential campaign are exaggerated.         But this White House more than any since Richard NixonåÛåªs clings to power and authority. Even Mrs. Clinton despite her political standing was kept on a bit of a leash.         And Susan E. Rice the national security adviser wanted to be secretary of state but removed herself from contention with her comments on the killing of United States diplomats in Libya. She and Mr. Kerry share lunch periodically; the relationship at best is correct. A National Security Council review of Middle East policy didnåÛåªt include the State Department and the White House has imposed a number of top State Department officials.         Restraints or not Mr. Kerry is a diplomatic risk-taker; the White House was delighted to give him the Israeli-Palestinian account which was viewed as doomed. Progress has been minimal but Mr. Kerry is relentless.         He is a lead figure in the tentative pact with Iran and will be central in selling the Iranians and Congress on any final deal. Much of his tenure has been consumed by the Middle East. An Asia trip is slated for this week that will include a stop in Vietnam. Mr. Kerry fought there in the 1960s and in the 1980s and åÛåª90s he led the move toward United States reconciliation with the Southeast Asian nation.         He doesnåÛåªt engender much good will in the State Department. This is left to Bill Burns a deputy secretary and veteran diplomat; their relationship by all accounts is a good one. Reportedly it was Mr. Burns who persuaded the secretary to tap a respected envoy Martin Indyk to work on the Israeli-Palestinian negotiations.         Top White House aides still occasionally roll their eyes at the mention of Mr. Kerry though there is also a grudging respect now. Mr. Shultz says the key to Mr. KerryåÛåªs success will be his relationship with the president: åÛåÏThey werenåÛåªt on the same page on Syria and that was embarrassing. But if JohnåÛåªs skills and knowledge are appreciated he and the president can get together to work out strategies.åÛå         Some Kerry initiatives could backfire and the White House will tighten the leash. Perhaps Team Obama learned a painful lesson from the disastrous rollout of the  If Mr. Kerry succeeds his career will have come full circle from decorated combat veteran to antiwar activist to diplomat extraordinaire.        
72,1E+14,1,Article,News,Airlines Urged by U.S. to Give Notice to China,World,638,6.005,5.395,WASHINGTON åÛåÓ Even as China scrambled fighter jets to enforce its newly declared air defense zone the Obama administration said on Friday that it was advising American commercial airlines to comply with ChinaåÛåªs demands to be notified in advance of flights through the area.         While the United States continued to defy China by sending military planes into the zone unannounced administration officials said they had made the decision to urge civilian planes to adhere to BeijingåÛåªs new rules in part because they worried about an unintended confrontation.         Although the officials made clear that the administration rejects ChinaåÛåªs unilateral declaration of control of the airspace over a large area of the East China Sea the guidance to the airlines could be interpreted in the region as a concession in the battle of wills with China.         åÛåÏThe U.S. government generally expects that U.S. carriers operating internationally will operate consistent withåÛå notice requirements åÛåÏissued by foreign countriesåÛå the State Department said in  The decision contrasted with that of JapanåÛåªs government this week when it asked several Japanese airlines which were voluntarily following ChinaåÛåªs rules to stop apparently out of fear that complying with the rules would add legitimacy to Chinese claims to islands that sit below the now contested airspace. ChinaåÛåªs newly declared zone experts say is intended mainly to whittle away at JapanåÛåªs hold on the islands which it has long administered.         On Saturday a Japanese Foreign Ministry official said åÛåÏWe will not comment on what other countries are doing with regard to filing flight plans.åÛå It was not immediately clear if the Obama administration had notified Japan a close ally of its decision.         An official at JapanåÛåªs Transport Ministry said it had no immediate change to its advice to Japanese airlines.         The American decision drew criticism from some quarters. Stephen Yates a former Asia adviser to Dick Cheney when he was vice president said it was åÛåÏa bad moveåÛå that would undercut allies in the region that take a different stance.         But Strobe Talbott a former deputy secretary of state under Bill Clinton and now president of the Brookings Institution said it was important to avoid an accident while drawing a firm line. åÛåÏThe principal option is to be extremely clear that disputesåÛå over territory åÛåÏmust be resolved through diplomacy and not unilateral actionåÛå he said.         American officials said they began having talks with airlines on Wednesday and characterized the guidance Friday as simply following established international air protocols independent of any political deliberations. The American announcement came on the same day that Chinese state news media said that China sent jets aloft and that they identified two American surveillance planes and 10 Japanese aircraft in the air defense zone the country declared last weekend.         Although there was no indication that ChinaåÛåªs air force showed any hostile intent the move raised tensions. The Chinese had also sent jets on patrol into the contested airspace the day before but Xinhua the state-run news agency indicated that the planes on Friday were scrambled specifically to respond to foreign jets in the area.         Earlier in the week the United States sent unarmed B-52s into the area and they proceeded unimpeded. China then appeared to back down somewhat from its initial declaration that planes must file advance flight plans or face possible military action.         The administrationåÛåªs decision on Friday underscored the delicate position President Obama finds himself in drawn into a geopolitical dispute that will test how far he is willing to go to contain ChinaåÛåªs rising regional ambitions.         ChinaåÛåªs move thrust the United States into the middle of the already prickly territorial clash between Beijing and Tokyo a position the administration had avoided for months even while reiterating that the mutual defense treaty with Japan covers the islands. After the Chinese declaration last weekend American officials feared that if left unchallenged the Chinese action would lead to ever greater claims elsewhere in the Pacific region.        
35,1E+14,0,Article,News,"On Health Exchanges, Premiums May Be Low, but Other Costs Can Be High",U.S.,1092,5.832,5.673,WASHINGTON åÛåÓ For months the Obama administration has heralded the low premiums of medical insurance policies on sale in the insurance exchanges created by the new health law. But as consumers dig into the details they are finding that the deductibles and other out-of-pocket costs are often much higher than what is typical in employer-sponsored health plans.         Until now it was almost impossible for people using the federal health care website to see the deductible amounts which consumers pay before coverage kicks in. But federal officials finally relented last week and added a åÛåÏwindow shoppingåÛå feature that displays data on deductibles.         For policies offered in the federal exchange as in many states the annual deductible often tops $5000 for an individual and $10000 for a couple.         Insurers devised the new policies on the assumption that consumers would pick a plan based mainly on price as reflected in the premium. But insurance plans with lower premiums generally have higher deductibles.         In El Paso Tex. for example for a husband and wife both age 35 one of the cheapest plans on the federal exchange offered by Blue Cross and Blue Shield has a premium less than $300 a month but the annual deductible is more than $12000. For a 45-year-old couple seeking insurance on the federal exchange in Saginaw Mich. a policy with a premium of $515 a month has a deductible of $10000.         In Santa Cruz Calif. where the exchange is run by the state Robert Aaron a self-employed 56-year-old engineer said he was looking for a low-cost plan. The best one he could find had a premium of $488 a month. But the annual deductible was $5000 and that he said åÛåÏsounds really high.åÛå         By contrast according to the Kaiser Family Foundation the average deductible in employer-sponsored health plans is $1135.         åÛåÏDeductibles for many plans in the insurance exchanges are pretty highåÛå said Stan Dorn a health policy expert at the Urban Institute. åÛåÏThese plans are more generous than whatåÛåªs prevalent in the current individual insurance market but significantly less generous than most employer-sponsored insurance.åÛå         Caroline F. Pearson a vice president of Avalere Health a consulting company that has analyzed hundreds of plans said: åÛåÏThe premiums are lower than expected but consumers on the exchange will often face high deductibles and high co-payments for medical services and prescription drugs before they reach the cap on out-of-pocket costsåÛå $6350 for an individual and $12700 for a family.         Those limits provide significant protection even though those sums are substantial for most consumers. In addition the federal website HealthCare.gov informs people that they may qualify for subsidies to reduce their out-of-pocket costs if their household income is below 250 percent of the federal poverty level meaning that it is less than $28725 for an individual or $48825 for a family of three.         These åÛåÏcost-sharing reductionsåÛå are available for a specific kind of midlevel plan known as a silver plan. People with lower incomes can get more help with out-of-pocket costs but only if they choose silver plans.         Mr. Dorn said the government had not done much to inform people of these potential savings. åÛåÏConsumers are giving up cost-sharing reductions of enormous value if they enroll in a bronze plan because it has the lowest premiumåÛå he said.         Plans in the marketplace are separated into four categories åÛåÓ bronze silver gold and platinum åÛåÓ indicating the generosity of coverage or the share of costs paid by insurance for an average enrollee.         Many people buying insurance on the federal and state exchanges are expected to qualify for subsidies. But in the first month for reasons that are not clear only 30 percent qualified. The others must pay the full premium and will be subject to the full deductible.         Most people shopping in the exchanges are expected to choose bronze or silver plans which provide less generous coverage than most employer-sponsored plans.        
32,1E+14,0,Article,News,Eastern States Press Midwest to Improve Air,U.S.,1278,5.636,5.288,WASHINGTON åÛåÓ In a battle that pits the East Coast against the Midwest over the winds that carry dirty air from coal plants the governors of eight Northeastern states plan to petition the  The East Coast states including New York and Connecticut have for more than 15 years been subject to stricter air pollution requirements than many other parts of the country. Their governors have long criticized the Appalachian and Rust Belt states including Ohio Kentucky and Michigan for their more lenient rules on pollution from coal-fired power plants factories and tailpipes åÛåÓ allowing those economies to profit from cheap energy while their belched soot and smog are carried on the prevailing winds that blow across the United States.         All the governors on the petition are Democrats. Gov. Chris Christie of New Jersey a Republican and a potential presidential candidate in 2016 has not signed it.         The petition comes the day before the Supreme Court is to hear arguments to determine the fate of a related E.P.A. regulation known as the åÛåÏgood neighboråÛå rule. The regulation officially called the  Even if the regulation is upheld the Eastern governors are seeking stronger constraints on pollution from the Midwest and Rust Belt states.         The Obama administration issued the åÛåÏgood neighboråÛå rule which would apply chiefly to power plants in 27 states east of Nebraska half of the country in 2011 but the United States Court of Appeals for the District of Columbia Circuit  In the case before the Supreme Court the E.P.A. argues that the cross-state air rule which it is required to issue under the Clean Air Act of 1990 is necessary to protect the health and environment of downwind states. The utilities and 15 states on the other side argue that the rule as written by the Obama administration E.P.A. gives the agency too much regulatory authority and places an unfair economic burden on the states.         The Supreme Court is allowing 90 minutes to listen to arguments rather than the traditional 60 minutes signaling that the justices have a particularly keen interest in the case.         Like the petition from the Northeastern governors the court case reflects the growing anger of East Coast officials against the Appalachian states that mine coal and the Rust Belt states that burn it to fuel their power plants and factories. Coal emissions are the chief cause of global warming and are linked to many health risks including asthma and lung disease.         Gov.  åÛåÏI care about this because itåÛåªs put Connecticut at an economic disadvantageåÛå Mr. Malloy said in an interview. åÛåÏWeåÛåªre paying a lot of money to remove these compounds from the air. That money is reflected in higher energy costs. WeåÛåªre more than willing to pay that but the states weåÛåªre petitioning should have to follow the same rules.åÛå         Mr. Malloy said that more than half the pollution in Connecticut was from outside the state and that it was lowering the life expectancy of Connecticut residents with heart disease or asthma. åÛåÏTheyåÛåªre getting away with murderåÛå Mr. Malloy said of the Rust Belt and Appalachia. åÛåÏOnly itåÛåªs in our state not theirs.åÛå         Judging by history environmental advocates said the governorsåÛåª petition had a good chance of success. In 2000 for example the E.P.A. granted petitions from Connecticut Massachusetts New York and Pennsylvania to require 12 states including Ohio and Indiana to control nitrogen emissions from nearly 400 large coal- and gas-fired power plants.         In the last three years Republicans and the coal industry have campaigned aggressively against the E.P.A. regulations as they have accused Mr. Obama of waging a åÛåÏwar on coal.åÛå         Across the Midwest many lawmakers see the regulations as a serious economic threat. Representative Fred Upton the Michigan Republican who is chairman of the House Energy and Commerce Committee has said that the cross-state air rule will force families to face åÛåÏthe threat of higher power bills less reliability and job losses.åÛå        
3,1E+14,1,Article,News,A Russian GPS Using U.S. Soil Stirs Spy Fears,World,557,6.036,5.52,WASHINGTON åÛåÓ In the view of AmericaåÛåªs spy services the next potential threat from  Instead this menace may come in the form of a seemingly innocuous dome-topped antenna perched atop an electronics-packed building surrounded by a security fence somewhere in the United States.         In recent months the  They fear that these structures could help Russia spy on the United States and improve the precision of Russian weaponry the officials said. These monitor stations the Russians contend would significantly improve the accuracy and reliability of MoscowåÛåªs version of the Global Positioning System the American satellite network that steers guided missiles to their targets and thirsty smartphone users to the nearest Starbucks.         åÛåÏThey donåÛåªt want to be reliant on the American system and believe that their systems like GPS will spawn other industries and applicationsåÛå said a former senior official in the State DepartmentåÛåªs Office of Space and Advanced Technology. åÛåÏThey feel as though they are losing a technological edge to us in an important market. Look at everything GPS has done on things like your phone and the movement of planes and ships.åÛå         The Russian effort is part of a larger global race by several countries åÛåÓ including China and European Union nations åÛåÓ to perfect their own global positioning systems and challenge the dominance of the American GPS.         For the State Department permitting Russia to build the stations would help mend the Obama administrationåÛåªs relationship with the government of President Vladimir V. Putin now at a nadir because of MoscowåÛåªs granting asylum to Mr. Snowden and its backing of President Bashar al-Assad of Syria.         But the C.I.A. and other American spy agencies as well as the Pentagon suspect that the monitor stations would give the Russians a foothold on American territory that would sharpen the accuracy of MoscowåÛåªs satellite-steered weapons. The stations they believe could also give the Russians an opening to snoop on the United States within its borders.         The squabble is serious enough that administration officials have delayed a final decision until the Russians provide more information and until the American agencies sort out their differences State Department and White House officials said.         RussiaåÛåªs efforts have also stirred concerns on Capitol Hill where members of the intelligence and armed services committees view MoscowåÛåªs global positioning network åÛåÓ known as Glonass for Global Navigation Satellite System åÛåÓ with deep suspicion and are demanding answers from the administration.         åÛåÏI would like to understand why the United States would be interested in enabling a GPS competitor like Russian Glonass when the worldåÛåªs reliance on GPS is a clear advantage to the United States on multiple levelsåÛå said Representative Mike D. Rogers Republican of Alabama the chairman of a House Armed Services subcommittee.         Mr. Rogers last week asked the Pentagon to provide an assessment of the proposalåÛåªs impact on national security. The request was made in a letter sent to Defense Secretary Chuck Hagel Secretary of State John Kerry and the director of national intelligence James R. Clapper Jr.         The monitor stations have been a high priority of Mr. Putin for several years as a means to improve Glonass not only to benefit the Russian military and civilian sectors but also to compete globally with GPS.         Earlier this year Russia positioned a station in Brazil and agreements with Spain Indonesia and Australia are expected soon according to Russian news reports. The United States has stations around the world but none in Russia.        
74,1E+14,0,Article,News,Capital Salutes 5 Stars With Kennedy Center Honors,U.S.,570,5.389,5.877,WASHINGTON åÛåÓ Justice Sonia Sotomayor was 15 when Carlos Santana gave his renowned performance at Woodstock åÛåÓ one that would help catapult his music career eventually taking him to the Rock and Roll Hall of Fame in 1998 and now to the White House and the State Department as a Kennedy Center honoree.         åÛåÏI used to dance to Carlos Santana when I was in high school and collegeåÛå Ms. Sotomayor said after congratulating him on the award. åÛåÏEvery one of them is a living legend.åÛå         Mr. Santana along with the opera singer Martina Arroyo the musicians Herbie Hancock and  åÛåÏI am a little disappointed that Carlos Santana wore one of his more conservative shirts this eveningåÛå Mr. Obama said. åÛåÏBack in the day you could see those things from space.åÛåÌâåÊ         The awards committee had been criticized in recent years for a lack of diversity among the honorees specifically for apparently neglecting Latino stage performers and musicians. This yearåÛåªs class is the first since the board revised its selection process to make it more transparent.         åÛåÏItåÛåªs not just one decision. We all nominate people and then thereåÛåªs a committee that puts it all together and they decideåÛå said Debbie Allen an artist in residence at the Kennedy Center for more than 15 years and a member of the nominating committee.         On Saturday the honorees were toasted by friends and colleagues at a dinner in the Benjamin Franklin room at the State Department surrounded by gold wall trimmings and crystal chandeliers as the prize medallions were hung around their necks.         åÛåÏThereåÛåªs a simple rule in music: Everyone before you is a god and everyone after you is a punkåÛå the country singer Garth Brooks said while giving a toast to his friend Mr. Joel. He mentioned a time when Paul McCartney flew from Europe to perform with Mr. Joel at Shea Stadium. åÛåÏPeople thatåÛåªs a freaking Beatle.åÛå         Of Ms. Arroyo Secretary of State John Kerry said her voice bridged the distance between her hometown New York åÛåÓ she grew up in Harlem åÛåÓ and the many opera houses around the world where she has performed. Among them: the Teatro ColÌÄå_n in Buenos Aires the Teatro alla Scala in Milan the Paris Opera and the Royal Opera House in LondonåÛåªs Covent Garden.         Mr. Hancock had come to the Kennedy Center Honors before as an attendee but returnedÌâåÊthis year as one of the guests of honor. åÛåÏThereåÛåªs such a magic to this awardåÛå he said.         With 14  åÛåÏThe bar is pretty high for thisåÛå he said. åÛåÏThe names that are on that list itåÛåªs so hard to believe that my name is going to go up there.åÛå         The actress Anna Kendrick toasting Ms. MacLaine who has won an Oscar an Emmy and four 
