user_id,business_id,date,review_id,stars,usefulvotes_review,user_name,categories,biz_name,latitude,longitude,business_avg,business_review_count,user_avg,user_review_count,predict_3_3,predict_3_15,predict_10_3,predict_10_15
ZmIgP4U4Ht9CYmNX0_zP6w,eIxSLxzIlfExI6vgAbn2JA,2010-11-13 00:00:00,6Lwp1kgXlSqiL471rjoWbg,5,19,Lynn,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.39476989999999,-111.9088938,4.04,25,4.2,15,4.76680256921785,4.35547601030332,4.7663312011795735,4.698496531044479
AeucYo8J-rZjcq09Wuqsjw,eIxSLxzIlfExI6vgAbn2JA,2012-04-25 00:00:00,_VP1JE26eJsLyElJRI2gGA,4,2,Jessica,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.39476989999999,-111.9088938,4.04,25,4.0,31,3.0846754934701117,3.1550988411139524,3.704882258458062,3.7314520230225554
rO3WEI9L-_deUR9-JHuNQw,eIxSLxzIlfExI6vgAbn2JA,2012-01-13 00:00:00,pOrIp4ILY4Qcyc8Y3EGinw,3,0,Sarah,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.39476989999999,-111.9088938,4.04,25,3.1818181818181817,11,2.7484189503442025,2.838956273877543,3.9546655432247184,3.901072021705235
3gIfcQq5KxAegwCPXc83cQ,eIxSLxzIlfExI6vgAbn2JA,2011-02-22 00:00:00,z5qL3B5drD9B2_XWC9PL5Q,4,3,Jennifer,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.39476989999999,-111.9088938,4.04,25,3.6184210526315788,76,3.24206776533512,3.2171148290194718,3.4064403857400674,3.5107415856340576
uZbTb-u-GVjTa2gtQfry5g,eIxSLxzIlfExI6vgAbn2JA,2012-06-15 00:00:00,Q0RyBUdpcpYEVPZ4Vqicug,5,4,Karen,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.39476989999999,-111.9088938,4.04,25,3.7777777777777777,36,4.422986688228671,4.560367400999517,4.221529030394517,4.296124443161442
rL3dPeKDTybG_ct9OCXGAA,eIxSLxzIlfExI6vgAbn2JA,2012-01-30 00:00:00,0EZW_TnTB4mRO6aMCQpRAg,4,3,Jamie,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.39476989999999,-111.9088938,4.04,25,4.0,13,3.75861751101578,3.739655227394933,3.828526279059663,3.8277040899547172
qa05pUVNapADHZXpHMPMeA,eIxSLxzIlfExI6vgAbn2JA,2011-04-02 00:00:00,rTG51e5Jj2TsPWZ7oFhzkA,4,2,Kevin,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.39476989999999,-111.9088938,4.04,25,4.0,29,4.4237646816779534,4.506535357100901,4.470687151770279,4.515414331789032
Sa64rQmghfE9i17_dRIDyw,eIxSLxzIlfExI6vgAbn2JA,2011-07-02 00:00:00,axFduxt-Y1HMXpARbgYYiQ,5,5,Roland,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.39476989999999,-111.9088938,4.04,25,4.090909090909091,11,4.758571303953931,4.72415206893381,-16.43823913716521,23.045113399379762
--65q1FpAL_UQtVZ2PTGew,eIxSLxzIlfExI6vgAbn2JA,2010-04-05 00:00:00,cr-8VthsH_j8yFTak1t7NQ,5,2,Nader,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.39476989999999,-111.9088938,4.04,25,4.21875,32,4.474039083133159,4.290918179949701,4.563739710562222,4.561178084414863
9qCPmT6ovJjxL4tJB4ANCg,eIxSLxzIlfExI6vgAbn2JA,2010-04-10 00:00:00,b01QqdMpIIaeEnMs_g92pQ,5,3,Russell,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.39476989999999,-111.9088938,4.04,25,3.9166666666666665,24,4.27398807452063,3.966729925458511,4.2548010181532145,4.220228058358301
NvDR3SPVPXrDB_dbKuGoWA,eIxSLxzIlfExI6vgAbn2JA,2011-07-13 00:00:00,qUAKZgt-8Oa_C2FUslkqxw,2,3,Scott,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.39476989999999,-111.9088938,4.04,25,3.0,12,3.266883656514307,2.6785572974538883,-0.8519712729272513,1.053591107893729
iwZ_7QuZ1tzT6pIZmOlDQg,eIxSLxzIlfExI6vgAbn2JA,2012-03-16 00:00:00,czJpzENiE4bDsfe_OkBjPw,5,3,Larry,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.39476989999999,-111.9088938,4.04,25,4.0,15,3.786594574511696,3.800238459106751,3.857133177367453,3.8688694258068668
Pv7DGHzZ-uqIUdOsqPpsVg,eIxSLxzIlfExI6vgAbn2JA,2010-01-11 00:00:00,rsp19tEZR_B3kzxicsijkQ,4,5,Holly,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.39476989999999,-111.9088938,4.04,25,4.117647058823529,34,4.453447695019583,4.255152728090774,4.2293574436468155,4.2054084346552525
c3yJNjz_K--z4CIpR7yhvQ,eIxSLxzIlfExI6vgAbn2JA,2011-04-18 00:00:00,UYxlpAv3d07TpoInl1nhQA,4,3,Logie,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.39476989999999,-111.9088938,4.04,25,4.0,18,3.6116067777179164,3.527247308971784,3.7586395932050074,3.783889186354655
KSTOdz0lSFCkqBSRNwjERA,eIxSLxzIlfExI6vgAbn2JA,2010-08-01 00:00:00,4JQJJjcZWT5tFHyISlrryg,4,2,Chheng,"[Burgers, Hot Dogs, American (New), Restaurants]",Lobbys Beef Burgers Dogs,33.39476989999999,-111.9088938,4.04,25,3.85,20,4.272402000916139,3.9066370348064967,4.0383859570913145,3.984501233531125
rLtl8ZkDX5vH5nAx9C3q5Q,9ziO3NpoNTKHvIKCBFB_fQ,2012-01-29 00:00:00,uNzewpl1NSLmRcgwdxKt4w,4,3,Jason,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.7096774193548385,62,4.016741030605709,3.8849629227395774,3.7417449999619192,3.5279648379528554
7cR92zkDv4W3kqzii6axvg,9ziO3NpoNTKHvIKCBFB_fQ,2010-05-29 00:00:00,F_E_CvKOeTT-IMQ2ccZIWQ,4,2,Vern,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.5652173913043477,23,3.6633502373166404,3.5570753305844947,3.7360132967710005,3.5440535888195552
gcyEUr4DXcbjnGRAWFtfAQ,9ziO3NpoNTKHvIKCBFB_fQ,2011-01-09 00:00:00,KELRB98g1SuzG095Ol-J-g,4,1,Brian,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,4.0,36,4.015367099952935,3.74883139034683,4.085515483705395,3.912409734898399
vhxFLqRok6r-D_aQz0s-JQ,9ziO3NpoNTKHvIKCBFB_fQ,2011-01-09 00:00:00,w2JPU-S9wkFY0XwvUptj3A,3,1,Melissa,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.625,64,2.8330714354394932,2.45604216409616,2.9441128601763746,2.9826108612446505
0bNXP9quoJEgyVZu9ipGgQ,9ziO3NpoNTKHvIKCBFB_fQ,2010-04-11 00:00:00,ahfU14W0Tolisi6pj3NHUQ,3,6,Aileen,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.246153846153846,65,3.6861990776049423,3.0407592254192526,3.4414218670574925,3.195735850015515
Ps1Db9zOatoF_76FZNO5CQ,9ziO3NpoNTKHvIKCBFB_fQ,2010-04-03 00:00:00,nEeIfCcAdFnOx-cbTan_gQ,3,4,Scott,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.7222222222222223,18,3.326003523440082,3.238792935225543,3.326850979353448,3.3102786141992633
JgDkCER12uiv4lbpmkZ9VA,9ziO3NpoNTKHvIKCBFB_fQ,2008-10-02 00:00:00,Yj9TOJezfM7VjvSF_fjUOQ,5,11,Fred,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.5616438356164384,73,3.309765851873243,3.2324477491633865,3.6052769615644027,3.67029525122919
JffajLV-Dnn-eGYgdXDxFg,9ziO3NpoNTKHvIKCBFB_fQ,2009-07-10 00:00:00,QK2Xsr6hKFhPrhEgqWCO7g,4,11,Amy,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,4.241379310344827,29,3.626682724424685,3.252033053899119,3.5605721264328967,3.551247983230268
6kmu0mYbdpMIOZ6Y0eVsxg,9ziO3NpoNTKHvIKCBFB_fQ,2009-12-17 00:00:00,AwWkdNUmD1mFWDqpKTrVbw,3,8,Amy,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,4.090909090909091,44,3.6381803636661414,3.6466407264841356,3.6759435317453044,3.699709806807282
lPaYMDmJbAnv_3pmZH_inw,9ziO3NpoNTKHvIKCBFB_fQ,2008-11-11 00:00:00,dg1FZHvk3BDftu2s-ew2aQ,3,5,Alexander,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.5846153846153848,65,3.566133193483707,3.566351266837642,3.426907112731951,3.473477050210196
7GC9fVWKa4a1ZmBGLH6Uww,9ziO3NpoNTKHvIKCBFB_fQ,2009-02-18 00:00:00,GjZ9znl2SaPF8mbxD1EgRQ,2,3,Lauren,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,4.075,40,4.0372255481201655,4.021473575169066,3.4204675577225694,3.4604533214838065
fev0iI-XDrteD4SYRKjiUw,9ziO3NpoNTKHvIKCBFB_fQ,2009-09-22 00:00:00,gSSH6ibvqOBy-X9cprUbBA,5,1,Glenn,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.953488372093023,43,4.493980503457813,4.771896578144229,4.031185787476084,4.054391719929337
UuwjD6MZf6Z6QlNphiXRjA,9ziO3NpoNTKHvIKCBFB_fQ,2010-10-12 00:00:00,9AO0GWRUf4ob9YtRamVrNg,4,2,Don,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,4.0344827586206895,29,4.051220109142052,4.073197271037207,3.750251875039189,3.8084666634115303
Kqvfep2mxS10S50FbVDi4Q,9ziO3NpoNTKHvIKCBFB_fQ,2012-05-27 00:00:00,9uR1r8eGJmgSNoO6ygRdzg,3,2,Patrick,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.857142857142857,49,3.2761533864212904,3.1134538456510255,3.10154268293861,3.2079594384074888
sALB8-F04S9VcZMF_GkGUA,9ziO3NpoNTKHvIKCBFB_fQ,2010-03-03 00:00:00,WeXEE_TqE8hQiAFtQEPLpg,3,0,Kimberly,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.84375,32,3.0756146721611453,2.848843964901987,3.216391010166209,3.196937916822934
vsXP832M0kOxKpfduD7dWw,9ziO3NpoNTKHvIKCBFB_fQ,2011-12-19 00:00:00,_kFedetsqE1FZyWrOJ4VIQ,4,5,Christina,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.6666666666666665,39,3.0545015336965435,3.464794774401357,3.6754431803850798,3.7164895583461695
MUHoBFzwRoXpCpgYSN8KRA,9ziO3NpoNTKHvIKCBFB_fQ,2008-11-02 00:00:00,mgLYv8_pkCON1wEmlYhGlA,5,4,Andrew,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,4.565217391304348,23,4.6193491583343755,4.62575648297632,4.509180114367456,4.503998738390646
fczQCSmaWF78toLEmb0Zsw,9ziO3NpoNTKHvIKCBFB_fQ,2012-11-26 00:00:00,vVvYXZhvilmaVRRsQOT9BQ,3,6,Gabi,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,4.024096385542169,83,3.82763835893663,3.60680541587431,3.6130865410632054,3.6976674813743244
q9XgOylNsSbqZqF_SO3-OQ,9ziO3NpoNTKHvIKCBFB_fQ,2009-06-26 00:00:00,BFVIkTpVeBBY6ZaMxSgVAA,3,3,sunny,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.7796610169491527,59,3.3747346584200852,3.305269582476302,3.3636467106630907,3.4642920921384164
pEVf8GRshP9HUkSpizc9LA,9ziO3NpoNTKHvIKCBFB_fQ,2012-04-28 00:00:00,wP7-8-9a74DtvylNC4GFhA,4,0,Jennifer,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,4.1395348837209305,43,3.965719477104774,3.7003399936796546,3.790862728426625,3.60519035282422
17PPxx8RxjOUD_nQZ1aHEw,9ziO3NpoNTKHvIKCBFB_fQ,2008-10-03 00:00:00,iJKCm_gEafjhWw4Fx_SdJw,5,9,Pierre Trudeau,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,4.194444444444445,36,4.546858300881886,4.56998874748085,4.444750243424614,4.417845981032222
W_QXYA7A0IhMrvbckz7eVg,9ziO3NpoNTKHvIKCBFB_fQ,2009-10-01 00:00:00,8OjUvfIzLCsPMjsLIIRiLA,5,2,Bri,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.738095238095238,42,4.160020166169094,4.411904869884278,3.885561699522493,3.970928223499693
_PzSNcfrCjeBxSLXRoMmgQ,9ziO3NpoNTKHvIKCBFB_fQ,2009-11-21 00:00:00,n2WGbH0EaA4zVhLmvZdl8g,1,3,Judy,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.8333333333333335,36,2.8965507227197245,2.321054619174406,2.7113002192411004,2.610483520353516
AirVzN1BVQBmq5zY0YMNYQ,9ziO3NpoNTKHvIKCBFB_fQ,2010-06-25 00:00:00,4AZ8cztc-Ol8oETieQ9kIQ,4,2,Stacy,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.96,25,3.717299453438201,3.7109782209828515,3.7428440395500004,3.717204398393484
gN03qFYysM5DbgjuV6N0QQ,9ziO3NpoNTKHvIKCBFB_fQ,2012-03-05 00:00:00,oJyEKUrGoORB5x7-NYLNbw,4,4,David,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,4.372093023255814,43,4.133160796350314,4.1134538456510255,3.9467610044038373,3.9951014967098546
usQTOj7LQ9v0Fl98gRa3Iw,9ziO3NpoNTKHvIKCBFB_fQ,2010-09-14 00:00:00,KqJBb4ABj2XHTzUfIm2mLw,3,1,Dolores,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.7058823529411766,34,3.6867100487642124,3.683368511143969,3.542428336959483,3.5271907698608085
7zDqr2I0-xpw9HF5Ha54cA,9ziO3NpoNTKHvIKCBFB_fQ,2010-04-13 00:00:00,JxqILG7xxqcp9H_fBTsaPw,3,1,Tonia,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.63265306122449,49,3.341509773521811,2.9538298524395854,3.1422431583837582,3.1019443059874288
eBwBjylS66qPcHs2_ajLag,9ziO3NpoNTKHvIKCBFB_fQ,2011-03-05 00:00:00,5ddsWEe1Pfd-CK_9VPjysw,2,8,Sean,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.5833333333333335,36,3.0990254892690676,2.24641371596583,2.68802550888569,2.5262536929243313
wHg1YkCzdZq9WBJOTRgxHQ,9ziO3NpoNTKHvIKCBFB_fQ,2009-11-03 00:00:00,kJdu8QlhioN5EWUOWO_LGw,4,7,Heather,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.744186046511628,43,3.0908931530029706,3.0506314576643048,3.4500118005912435,3.567428316923873
4UUIpbOTPmu43wuC2aSGkg,9ziO3NpoNTKHvIKCBFB_fQ,2008-10-19 00:00:00,jspLFg61_V83z6W2jdttEg,3,7,Dottsy,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.5714285714285716,28,3.2380579805761376,3.202295214379342,3.0151301256676626,2.98086550874771
kG8jkVFgOAOq6Ht6RvAjEQ,9ziO3NpoNTKHvIKCBFB_fQ,2010-12-19 00:00:00,avqPnNKojRDZcyt2xT52Rw,4,3,Beth,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.4375,16,3.9080668654598334,3.6533936002109204,3.997796096324349,3.502822140461067
XBHJCDzNh--mBhJkzyM_iA,9ziO3NpoNTKHvIKCBFB_fQ,2009-05-05 00:00:00,6LKiJsUcALzJnHgJOtuIzQ,3,1,Nadia,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,4.090909090909091,33,3.875354662900217,4.215894363607475,3.603387856421671,3.7091527612501984
oy6fdscGSXY2gzRqF9pZxg,9ziO3NpoNTKHvIKCBFB_fQ,2011-09-06 00:00:00,0QUBm71YYPtQv2as3-O5KA,4,3,Danielle,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,4.235294117647059,34,4.027490611972483,4.20891058951284,3.962301376515684,3.9763344810824055
tBvrnSCLSpUdCDm5w5GPkg,9ziO3NpoNTKHvIKCBFB_fQ,2010-03-28 00:00:00,u-yTiUI58ojOjmkMifMCTA,4,0,Mary,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.727272727272727,22,3.2170773518092917,3.149248552901084,3.403077036540677,3.3490362870494157
qASPib1Z8ft8e96dtbh66w,9ziO3NpoNTKHvIKCBFB_fQ,2008-10-30 00:00:00,WG12ZAP1dSPVHw45TMiukg,3,12,Kristin,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.933333333333333,30,3.7148661408617483,3.7050260719975423,3.643472750476418,3.6376442593815135
3eit3w0zDbb-z57c9P60vg,9ziO3NpoNTKHvIKCBFB_fQ,2011-05-02 00:00:00,dM5ZXZKZochXtI9WIrHgUg,5,1,Michael,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,4.666666666666667,36,4.4997792493174265,4.647721909723522,4.381872124316139,4.448233565911767
jqVeTSin5GeRm0ceSg-PBA,9ziO3NpoNTKHvIKCBFB_fQ,2008-10-30 00:00:00,hp1wwq-pbrLWL36qXIFa4A,3,4,Melissa,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.8214285714285716,28,2.9436668202140117,3.2423175729970675,3.3711150098208433,3.4227813150220676
EJkV29QY_oHwSngQiTj2rQ,9ziO3NpoNTKHvIKCBFB_fQ,2012-05-14 00:00:00,EIlpv9LYTlkewYFjVEY0iw,3,3,Asina,"[American (New), Restaurants]",District American Kitchen and Wine Bar,33.4514309,-112.0701057,3.5526315789473686,38,3.6666666666666665,24,3.039008076306531,2.896663192834308,3.314834658692531,3.288155929060853
rLtl8ZkDX5vH5nAx9C3q5Q,nMHhuYan8e3cONo3PornJA,2010-11-01 00:00:00,hMTocjR3ek1Ati1pl2oKLQ,3,1,Jason,"[Food, Tea Rooms, Japanese, Restaurants]",Nobuo At Teeter House,33.4495394,-112.0656645,4.043478260869565,23,3.7096774193548385,62,3.1969209908179153,3.1912484872480036,3.383210921021755,3.3965488451761217
gcyEUr4DXcbjnGRAWFtfAQ,nMHhuYan8e3cONo3PornJA,2011-01-23 00:00:00,NIGHvQ2uJkvOzhaxT6bxIQ,5,4,Brian,"[Food, Tea Rooms, Japanese, Restaurants]",Nobuo At Teeter House,33.4495394,-112.0656645,4.043478260869565,23,4.0,36,4.762157853046915,4.232760828017636,4.3863222409740485,4.376624873103074
vhxFLqRok6r-D_aQz0s-JQ,nMHhuYan8e3cONo3PornJA,2010-12-24 00:00:00,9ffmneEyDonl5ae4bQgnYg,4,3,Melissa,"[Food, Tea Rooms, Japanese, Restaurants]",Nobuo At Teeter House,33.4495394,-112.0656645,4.043478260869565,23,3.625,64,3.846343665255124,3.842092079664799,3.962595285691439,3.828414098217157
0bNXP9quoJEgyVZu9ipGgQ,nMHhuYan8e3cONo3PornJA,2012-04-28 00:00:00,qQcvmt1tvMR3F5OolsIRPg,1,7,Aileen,"[Food, Tea Rooms, Japanese, Restaurants]",Nobuo At Teeter House,33.4495394,-112.0656645,4.043478260869565,23,3.246153846153846,65,2.5505008690791344,2.577922297463185,2.742780466852216,2.650201292884333
8WQubmP7G0NM3IyzyMnCEA,nMHhuYan8e3cONo3PornJA,2010-08-27 00:00:00,HWlFzQZIasacl5MYm5efZw,5,3,Helen,"[Food, Tea Rooms, Japanese, Restaurants]",Nobuo At Teeter House,33.4495394,-112.0656645,4.043478260869565,23,3.6666666666666665,24,3.8098789901336927,3.592638673018158,4.135148545613808,4.069344802524728
JgDkCER12uiv4lbpmkZ9VA,nMHhuYan8e3cONo3PornJA,2010-10-21 00:00:00,JN924VtnPSbgWPbEX2VWUg,5,1,Fred,"[Food, Tea Rooms, Japanese, Restaurants]",Nobuo At Teeter House,33.4495394,-112.0656645,4.043478260869565,23,3.5616438356164384,73,4.222644313582319,4.261854291120171,4.488317516973446,4.584092410072912
4ozupHULqGyO42s3zNUzOQ,nMHhuYan8e3cONo3PornJA,2011-07-14 00:00:00,GcYxhSadpi5v3Tpl1B96SA,5,11,Lindsey,"[Food, Tea Rooms, Japanese, Restaurants]",Nobuo At Teeter House,33.4495394,-112.0656645,4.043478260869565,23,4.259740259740259,77,4.7247569600491905,4.870237679162766,4.693492430098496,4.714590049283808
6kmu0mYbdpMIOZ6Y0eVsxg,nMHhuYan8e3cONo3PornJA,2011-08-04 00:00:00,-s-orHhpkHyS0v89wqIKeA,5,4,Amy,"[Food, Tea Rooms, Japanese, Restaurants]",Nobuo At Teeter House,33.4495394,-112.0656645,4.043478260869565,23,4.090909090909091,44,4.432948738543696,4.475875503994508,4.279202241761152,4.31987149718073
0qIsBt4EzBDCKrIviV55Ew,nMHhuYan8e3cONo3PornJA,2011-01-28 00:00:00,8UsScDDMV319Izyn19Uvrw,4,1,Kevin,"[Food, Tea Rooms, Japanese, Restaurants]",Nobuo At Teeter House,33.4495394,-112.0656645,4.043478260869565,23,4.0,26,3.84028803529816,3.7780794899379964,4.225822921709573,4.215317614534537
UuwjD6MZf6Z6QlNphiXRjA,nMHhuYan8e3cONo3PornJA,2012-09-13 00:00:00,juGXG91e1Xz-Njsp-4t7XA,3,1,Don,"[Food, Tea Rooms, Japanese, Restaurants]",Nobuo At Teeter House,33.4495394,-112.0656645,4.043478260869565,23,4.0344827586206895,29,3.603059272829941,3.654547493618588,3.9620838923437987,4.017696424585521
