pairname,pairs,2008-10-01,2008-10-15,2008-10-29,2008-11-12,2008-11-26,2008-12-10,2008-12-24,2009-01-07,2009-01-21,2009-02-04,2009-02-18,2009-03-04,2009-03-18,2009-04-01,2009-04-15,2009-04-29,2009-05-13,2009-05-27,2009-06-10,2009-06-24,total
46,TYPEe-TYPEc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
47,TYPEe-TYPEd,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
48,TYPEe-TYPEe,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
49,TYPEe-TYPEf,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
50,TYPEe-TYPEg,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
51,TYPEe-TYPEh,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
52,TYPEe-TYPEi,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
53,TYPEe-TYPEj,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
54,TYPEe-TYPEk,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
55,TYPEf-TYPEa,0.0000,0.0208,0.0042,0.0250,0.0125,0.0083,0.0083,0.0167,0.0208,0.0167,0.0083,0.0333,0.0292,0.0167,0.0292,0.0208,0.0125,0.0125,0.0000,0.0000,0.2958
56,TYPEf-TYPEb,0.0000,0.0164,0.0164,0.0033,0.0099,0.0033,0.0164,0.0132,0.0099,0.0230,0.0197,0.0197,0.0164,0.0132,0.0099,0.0132,0.0099,0.0066,0.0000,0.0000,0.2204
57,TYPEf-TYPEc,0.0125,0.0625,0.0750,0.0375,0.0250,0.0000,0.0250,0.0000,0.0000,0.0250,0.0500,0.0375,0.0750,0.0500,0.1000,0.0500,0.0500,0.0125,0.0375,0.0125,0.7375
58,TYPEf-TYPEd,0.0312,0.0469,0.0781,0.0781,0.0156,0.0469,0.0781,0.0312,0.0781,0.0625,0.0156,0.0000,0.0000,0.0469,0.0312,0.0312,0.0781,0.0156,0.0000,0.0000,0.7656
59,TYPEf-TYPEe,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
60,TYPEf-TYPEf,0.0156,0.0547,0.0703,0.0703,0.0547,0.0312,0.0391,0.0547,0.0312,0.0312,0.0703,0.0703,0.0781,0.0781,0.0547,0.0391,0.0625,0.0234,0.0156,0.0000,0.9453
61,TYPEf-TYPEg,0.0250,0.1000,0.0625,0.0625,0.0375,0.0625,0.0750,0.0625,0.1250,0.0875,0.1125,0.1125,0.0500,0.0625,0.0625,0.0750,0.0875,0.0750,0.0375,0.0500,1.4250
62,TYPEf-TYPEh,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0125,0.0000,0.0250,0.0375,0.0250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000
63,TYPEf-TYPEi,0.0000,0.0000,0.0000,0.0312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0625,0.0000,0.0625,0.0000,0.0000,0.0000,0.0312,0.1875
64,TYPEf-TYPEj,0.0000,0.0000,0.0312,0.0000,0.0000,0.0000,0.0156,0.0000,0.0000,0.0000,0.0156,0.0000,0.0156,0.0156,0.0000,0.0000,0.0000,0.0000,0.0156,0.0312,0.1406
65,TYPEf-TYPEk,0.0000,0.0234,0.0391,0.0156,0.0000,0.0156,0.0156,0.0156,0.0156,0.0234,0.0156,0.0156,0.0156,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2109
66,TYPEg-TYPEa,0.0000,0.0267,0.0267,0.0267,0.0267,0.0133,0.0267,0.0267,0.0267,0.0400,0.0000,0.0533,0.0133,0.0000,0.0000,0.0000,0.0000,0.0933,0.0133,0.0133,0.4267
67,TYPEg-TYPEb,0.0105,0.0737,0.0842,0.0947,0.0632,0.0632,0.0421,0.0421,0.0526,0.0211,0.0947,0.0737,0.0211,0.0421,0.0316,0.0316,0.0211,0.0211,0.0421,0.0211,0.9474
68,TYPEg-TYPEc,0.0000,0.0000,0.0000,0.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800,0.0400,0.0800,0.0000,0.0800,0.0000,0.0000,0.3600
69,TYPEg-TYPEd,0.0000,0.0500,0.0000,0.0500,0.0500,0.0000,0.0000,0.0500,0.0000,0.1000,0.0000,0.0500,0.0000,0.0000,0.0500,0.0000,0.0000,0.1000,0.0000,0.0500,0.5500
70,TYPEg-TYPEe,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
71,TYPEg-TYPEf,0.0250,0.1000,0.0625,0.0625,0.0375,0.0625,0.0750,0.0625,0.1250,0.0875,0.1125,0.1125,0.0500,0.0625,0.0625,0.0750,0.0875,0.0750,0.0375,0.0500,1.4250
72,TYPEg-TYPEg,0.0000,0.1600,0.0000,0.1600,0.0000,0.1600,0.0000,0.0000,0.0800,0.1600,0.1600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1600,0.1600,0.0000,1.2000
73,TYPEg-TYPEh,0.0000,0.0800,0.0800,0.0800,0.0400,0.1200,0.0400,0.0800,0.1600,0.0800,0.1600,0.0800,0.1600,0.0800,0.0800,0.0800,0.0400,0.0400,0.0400,0.0400,1.5600
74,TYPEg-TYPEi,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.2000
75,TYPEg-TYPEj,0.0000,0.0500,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.1500
76,TYPEg-TYPEk,0.0000,0.0250,0.0500,0.0250,0.0500,0.1000,0.1000,0.0750,0.0250,0.0750,0.0750,0.0250,0.0750,0.0500,0.0500,0.0500,0.0500,0.0500,0.0750,0.0750,1.1000
77,TYPEh-TYPEa,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0267,0.0000,0.0400,0.0267,0.0000,0.0133,0.0133,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1200
78,TYPEh-TYPEb,0.0105,0.0105,0.0105,0.0526,0.0105,0.0211,0.0105,0.0000,0.0526,0.0526,0.0316,0.0737,0.0211,0.0105,0.0000,0.0105,0.0211,0.0105,0.0105,0.0000,0.4211
79,TYPEh-TYPEc,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0800
80,TYPEh-TYPEd,0.0000,0.0000,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2000
81,TYPEh-TYPEe,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
82,TYPEh-TYPEf,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0125,0.0000,0.0250,0.0375,0.0250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000
83,TYPEh-TYPEg,0.0000,0.0800,0.0800,0.0800,0.0400,0.1200,0.0400,0.0800,0.1600,0.0800,0.1600,0.0800,0.1600,0.0800,0.0800,0.0800,0.0400,0.0400,0.0400,0.0400,1.5600
84,TYPEh-TYPEh,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
85,TYPEh-TYPEi,0.0000,0.0000,0.1000,0.1000,0.0000,0.0000,0.0000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8000
86,TYPEh-TYPEj,0.0000,0.0000,0.0000,0.1000,0.1000,0.1000,0.1000,0.0000,0.0500,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.0500,0.0000,0.0500,0.0500,0.0500,1.2500
87,TYPEh-TYPEk,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0750
88,TYPEi-TYPEa,0.0000,0.1000,0.1000,0.1333,0.0667,0.1000,0.0667,0.1000,0.0667,0.0333,0.1333,0.1000,0.1000,0.0333,0.0333,0.0333,0.0333,0.0000,0.0333,0.0333,1.3000
89,TYPEi-TYPEb,0.0000,0.0000,0.0000,0.0263,0.0263,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0263,0.0000,0.0000,0.0000,0.0000,0.0789
90,TYPEi-TYPEc,0.1000,0.1000,0.2000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8000
91,TYPEi-TYPEd,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1250
92,TYPEi-TYPEe,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
93,TYPEi-TYPEf,0.0000,0.0000,0.0000,0.0312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0625,0.0000,0.0625,0.0000,0.0000,0.0000,0.0312,0.1875
94,TYPEi-TYPEg,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.2000
95,TYPEi-TYPEh,0.0000,0.0000,0.1000,0.1000,0.0000,0.0000,0.0000,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8000
96,TYPEi-TYPEi,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
97,TYPEi-TYPEj,0.0000,0.0000,0.0000,0.0000,0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1250
98,TYPEi-TYPEk,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0625,0.1250
99,TYPEj-TYPEa,0.0000,0.0333,0.0167,0.0500,0.0667,0.0500,0.0333,0.0500,0.1000,0.0000,0.0500,0.0500,0.0000,0.0333,0.0333,0.0500,0.0167,0.0167,0.0333,0.0167,0.7000
100,TYPEj-TYPEb,0.0263,0.0132,0.0132,0.0921,0.0132,0.0132,0.0658,0.0395,0.0000,0.0000,0.0263,0.0132,0.0000,0.0263,0.0526,0.0000,0.0132,0.0132,0.0263,0.0263,0.4737
101,TYPEj-TYPEc,0.0000,0.0000,0.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.0000,0.1500
102,TYPEj-TYPEd,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0625,0.0000,0.0000,0.0000,0.0625,0.0625,0.0000,0.0000,0.0000,0.0000,0.0000,0.1875
103,TYPEj-TYPEe,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
104,TYPEj-TYPEf,0.0000,0.0000,0.0312,0.0000,0.0000,0.0000,0.0156,0.0000,0.0000,0.0000,0.0156,0.0000,0.0156,0.0156,0.0000,0.0000,0.0000,0.0000,0.0156,0.0312,0.1406
105,TYPEj-TYPEg,0.0000,0.0500,0.0500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0500,0.1500
106,TYPEj-TYPEh,0.0000,0.0000,0.0000,0.1000,0.1000,0.1000,0.1000,0.0000,0.0500,0.1000,0.1000,0.1000,0.1000,0.1000,0.1000,0.0500,0.0000,0.0500,0.0500,0.0500,1.2500
107,TYPEj-TYPEi,0.0000,0.0000,0.0000,0.0000,0.1250,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1250
108,TYPEj-TYPEj,0.0000,0.0000,0.0000,0.2500,0.0000,0.0000,0.0000,0.0000,0.2500,0.0000,0.2500,0.2500,0.0000,0.0000,0.2500,0.2500,0.0000,0.1250,0.3750,0.2500,2.2500
109,TYPEj-TYPEk,0.0000,0.0000,0.0000,0.0312,0.0000,0.0625,0.0000,0.0000,0.0625,0.0312,0.0625,0.0625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3125
110,TYPEk-TYPEa,0.0000,0.0333,0.0333,0.0083,0.0333,0.0000,0.0583,0.0000,0.0333,0.0083,0.0083,0.0167,0.0250,0.0083,0.0083,0.0083,0.0083,0.0083,0.0000,0.0000,0.3000
111,TYPEk-TYPEb,0.0132,0.0263,0.0395,0.0263,0.0592,0.0197,0.0526,0.0066,0.0066,0.0329,0.0592,0.0197,0.0526,0.0197,0.0132,0.0263,0.0132,0.0197,0.0066,0.0066,0.5197
112,TYPEk-TYPEc,0.0000,0.0250,0.0500,0.0500,0.0250,0.0250,0.0500,0.0500,0.0500,0.0500,0.0500,0.0500,0.0750,0.0500,0.0250,0.0250,0.0250,0.0000,0.0000,0.0000,0.6750
113,TYPEk-TYPEd,0.0000,0.0312,0.0312,0.0312,0.0625,0.0312,0.0625,0.0312,0.0312,0.0625,0.0312,0.0312,0.0312,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4688
114,TYPEk-TYPEe,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
115,TYPEk-TYPEf,0.0000,0.0234,0.0391,0.0156,0.0000,0.0156,0.0156,0.0156,0.0156,0.0234,0.0156,0.0156,0.0156,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2109
116,TYPEk-TYPEg,0.0000,0.0250,0.0500,0.0250,0.0500,0.1000,0.1000,0.0750,0.0250,0.0750,0.0750,0.0250,0.0750,0.0500,0.0500,0.0500,0.0500,0.0500,0.0750,0.0750,1.1000
117,TYPEk-TYPEh,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0750
118,TYPEk-TYPEi,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0625,0.1250
119,TYPEk-TYPEj,0.0000,0.0000,0.0000,0.0312,0.0000,0.0625,0.0000,0.0000,0.0625,0.0312,0.0625,0.0625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3125
120,TYPEk-TYPEk,0.0000,0.0312,0.0625,0.0312,0.0625,0.0312,0.0312,0.0000,0.0000,0.0000,0.0312,0.0000,0.0625,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3438
